"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2004","35 to 39","Minnesota","50","360,752","13.86","--","1,412"
"2004","35 to 39","Mississippi","25","189,697","13.18","--","707"
"2004","35 to 39","Missouri","71","384,131","18.48","--","1,998"
"2004","35 to 39","Montana","11**","54,844","20.06**","--","310"
"2004","35 to 39","Nebraska","14**","112,030","12.50**","--","390"
"2004","35 to 39","Nevada","34","176,602","19.25","--","954"
"2004","35 to 39","New Hampshire","16**","97,592","16.40**","--","449"
"2004","35 to 39","New Jersey","52","667,565","7.79","--","1,457"
"2004","35 to 39","New Mexico","25","121,945","20.50","--","696"
"2004","35 to 39","New York","107","1,429,534","7.49","--","3,010"
"2004","35 to 39","North Carolina","112","627,250","17.86","--","3,124"
"2004","35 to 39","North Dakota","--","38,063","--","--","--"
"2004","35 to 39","Ohio","111","784,405","14.15","--","3,083"
"2004","35 to 39","Oklahoma","42","223,013","18.83","--","1,180"
"2004","35 to 39","Oregon","53","238,490","22.22","--","1,472"
"2004","35 to 39","Pennsylvania","126","850,070","14.82","--","3,481"
"2004","35 to 39","Rhode Island","12**","78,176","15.35**","--","341"
"2004","35 to 39","South Carolina","37","291,570","12.69","--","1,041"
"2004","35 to 39","South Dakota","11**","47,051","23.38**","--","311"
"2004","35 to 39","Tennessee","74","418,748","17.67","--","2,056"
"2004","35 to 39","Texas","185","1,604,475","11.53","--","5,144"
"2004","35 to 39","Utah","30","143,961","20.84","--","832"
"2004","35 to 39","Vermont","--","42,296","--","--","--"
"2004","35 to 39","Virginia","83","562,757","14.75","--","2,322"
"2004","35 to 39","Washington","94","444,113","21.17","--","2,633"
"2004","35 to 39","West Virginia","31","117,814","26.31","--","849"
"2004","35 to 39","Wisconsin","65","385,542","16.86","--","1,807"
"2004","35 to 39","Wyoming","--","30,375","--","--","--"
"2004","40 to 44","Alabama","55","342,253","16.07","--","1,256"
"2004","40 to 44","Alaska","13**","55,600","23.38**","--","302"
"2004","40 to 44","Arizona","79","409,227","19.31","--","1,795"
"2004","40 to 44","Arkansas","37","202,106","18.31","--","861"
"2004","40 to 44","California","358","2,793,165","12.82","--","8,196"
"2004","40 to 44","Colorado","90","373,107","24.12","--","2,069"
"2004","40 to 44","Connecticut","33","295,746","11.16","--","755"
"2004","40 to 44","Delaware","14**","65,623","21.33**","--","328"
"2004","40 to 44","District of Columbia","--","40,852","--","--","--"
"2004","40 to 44","Florida","265","1,349,142","19.64","--","6,060"
"2004","40 to 44","Georgia","106","703,367","15.07","--","2,422"
"2004","40 to 44","Hawaii","14**","95,309","14.69**","--","321"
"2004","40 to 44","Idaho","27","99,971","27.01","--","617"
"2004","40 to 44","Illinois","111","980,971","11.32","--","2,561"
"2004","40 to 44","Indiana","98","481,650","20.35","--","2,258"
"2004","40 to 44","Iowa","35","222,216","15.75","--","792"
"2004","40 to 44","Kansas","48","208,227","23.05","--","1,106"
"2004","40 to 44","Kentucky","70","322,232","21.72","--","1,604"
"2004","40 to 44","Louisiana","58","343,836","16.87","--","1,348"
"2004","40 to 44","Maine","12**","109,033","11.01**","--","280"
"2004","40 to 44","Maryland","59","470,596","12.54","--","1,387"
"2004","40 to 44","Massachusetts","55","527,700","10.42","--","1,244"
"2004","40 to 44","Michigan","142","786,809","18.05","--","3,264"
"2004","40 to 44","Minnesota","71","418,886","16.95","--","1,643"
"2004","40 to 44","Mississippi","37","212,633","17.40","--","848"
"2004","40 to 44","Missouri","84","449,512","18.69","--","1,931"
"2004","40 to 44","Montana","26","71,005","36.62","--","596"
"2004","40 to 44","Nebraska","19**","131,734","14.42**","--","434"
"2004","40 to 44","Nevada","37","182,394","20.29","--","844"
"2004","40 to 44","New Hampshire","14**","114,665","12.21**","--","316"
"2004","40 to 44","New Jersey","80","728,970","10.97","--","1,843"
"2004","40 to 44","New Mexico","35","142,883","24.50","--","801"
"2004","40 to 44","New York","124","1,529,508","8.11","--","2,874"
"2004","40 to 44","North Carolina","139","668,873","20.78","--","3,200"
"2004","40 to 44","North Dakota","--","47,304","--","--","--"
"2004","40 to 44","Ohio","141","886,950","15.90","--","3,250"
"2004","40 to 44","Oklahoma","68","262,477","25.91","--","1,557"
"2004","40 to 44","Oregon","55","263,910","20.84","--","1,264"
"2004","40 to 44","Pennsylvania","168","967,730","17.36","--","3,844"
"2004","40 to 44","Rhode Island","--","85,796","--","--","--"
"2004","40 to 44","South Carolina","49","320,333","15.30","--","1,132"
"2004","40 to 44","South Dakota","11**","57,729","19.06**","--","252"
"2004","40 to 44","Tennessee","86","457,198","18.81","--","1,966"
"2004","40 to 44","Texas","272","1,721,497","15.80","--","6,266"
"2004","40 to 44","Utah","42","152,061","27.62","--","967"
"2004","40 to 44","Vermont","12**","51,100","23.48**","--","280"
"2004","40 to 44","Virginia","103","612,961","16.80","--","2,371"
"2004","40 to 44","Washington","99","492,289","20.11","--","2,271"
"2004","40 to 44","West Virginia","37","132,707","27.88","--","837"
"2004","40 to 44","Wisconsin","74","445,558","16.61","--","1,702"
"2004","40 to 44","Wyoming","--","38,218","--","--","--"
"2004","45 to 49","Alabama","58","340,768","17.02","--","1,049"
"2004","45 to 49","Alaska","17**","57,592","29.52**","--","301"
"2004","45 to 49","Arizona","94","382,225","24.59","--","1,706"
"2004","45 to 49","Arkansas","53","196,117","27.03","--","962"
"2004","45 to 49","California","374","2,584,689","14.47","--","6,748"
"2004","45 to 49","Colorado","103","363,311","28.35","--","1,845"
"2004","45 to 49","Connecticut","49","283,749","17.27","--","884"
"2004","45 to 49","Delaware","14**","63,228","22.14**","--","254"
"2004","45 to 49","District of Columbia","--","38,353","--","--","--"
"2004","45 to 49","Florida","273","1,270,404","21.49","--","4,926"
"2004","45 to 49","Georgia","103","646,664","15.93","--","1,840"
"2004","45 to 49","Hawaii","--","95,879","--","--","--"
"2004","45 to 49","Idaho","28","99,430","28.16","--","516"
"2004","45 to 49","Illinois","131","944,741","13.87","--","2,344"
"2004","45 to 49","Indiana","77","471,559","16.33","--","1,393"
"2004","45 to 49","Iowa","43","222,716","19.31","--","769"
"2004","45 to 49","Kansas","48","207,160","23.17","--","869"
"2004","45 to 49","Kentucky","64","317,466","20.16","--","1,150"
"2004","45 to 49","Louisiana","64","341,201","18.76","--","1,160"
"2004","45 to 49","Maine","24","109,928","21.83","--","427"
"2004","45 to 49","Maryland","50","442,911","11.29","--","900"
"2004","45 to 49","Massachusetts","49","500,324","9.79","--","877"
"2004","45 to 49","Michigan","140","789,495","17.73","--","2,531"
"2004","45 to 49","Minnesota","63","400,062","15.75","--","1,131"
"2004","45 to 49","Mississippi","39","209,966","18.57","--","703"
"2004","45 to 49","Missouri","86","436,211","19.72","--","1,541"
"2004","45 to 49","Montana","18**","76,123","23.65**","--","324"
"2004","45 to 49","Nebraska","21","130,531","16.09","--","383"
"2004","45 to 49","Nevada","64","169,214","37.82","--","1,161"
"2004","45 to 49","New Hampshire","19**","110,747","17.16**","--","345"
"2004","45 to 49","New Jersey","71","682,993","10.40","--","1,285"
"2004","45 to 49","New Mexico","29","140,944","20.58","--","510"
"2004","45 to 49","New York","131","1,440,172","9.10","--","2,346"
"2004","45 to 49","North Carolina","101","634,152","15.93","--","1,796"
"2004","45 to 49","North Dakota","--","49,849","--","--","--"
"2004","45 to 49","Ohio","154","898,940","17.13","--","2,754"
"2004","45 to 49","Oklahoma","43","258,903","16.61","--","770"
"2004","45 to 49","Oregon","64","273,353","23.41","--","1,140"
"2004","45 to 49","Pennsylvania","189","981,476","19.26","--","3,412"
"2004","45 to 49","Rhode Island","10**","83,550","11.97**","--","179"
"2004","45 to 49","South Carolina","53","312,017","16.99","--","967"
"2004","45 to 49","South Dakota","10**","57,842","17.29**","--","181"
"2004","45 to 49","Tennessee","101","445,773","22.66","--","1,841"
"2004","45 to 49","Texas","266","1,609,730","16.53","--","4,820"
"2004","45 to 49","Utah","44","146,465","30.04","--","802"
"2004","45 to 49","Vermont","10**","52,546","19.03**","--","180"
"2004","45 to 49","Virginia","88","586,066","15.02","--","1,569"
"2004","45 to 49","Washington","88","488,555","18.01","--","1,585"
"2004","45 to 49","West Virginia","27","142,836","18.90","--","481"
"2004","45 to 49","Wisconsin","73","433,557","16.84","--","1,322"
"2004","45 to 49","Wyoming","10**","42,815","23.36**","--","179"
"2004","50 to 54","Alabama","51","307,605","16.58","--","659"
"2004","50 to 54","Alaska","11**","50,489","21.79**","--","138"
"2004","50 to 54","Arizona","84","344,145","24.41","--","1,081"
"2004","50 to 54","Arkansas","40","179,963","22.23","--","525"
"2004","50 to 54","California","336","2,244,577","14.97","--","4,423"
"2004","50 to 54","Colorado","95","324,142","29.31","--","1,269"
"2004","50 to 54","Connecticut","31","242,798","12.77","--","405"
"2004","50 to 54","Delaware","10**","54,593","18.32**","--","128"
"2004","50 to 54","District of Columbia","--","37,210","--","--","--"
"2004","50 to 54","Florida","274","1,131,018","24.23","--","3,563"
"2004","50 to 54","Georgia","79","562,196","14.05","--","1,044"
"2004","50 to 54","Hawaii","18**","92,359","19.49**","--","231"
"2004","50 to 54","Idaho","19**","91,946","20.66**","--","243"
"2004","50 to 54","Illinois","95","827,820","11.48","--","1,239"
"2004","50 to 54","Indiana","42","420,133","10.00","--","547"
"2004","50 to 54","Iowa","36","204,249","17.63","--","478"
"2004","50 to 54","Kansas","31","183,650","16.88","--","402"
"2004","50 to 54","Kentucky","51","286,139","17.82","--","659"
"2004","50 to 54","Louisiana","49","304,112","16.11","--","642"
"2004","50 to 54","Maine","20**","101,914","19.62**","--","259"
"2004","50 to 54","Maryland","68","386,761","17.58","--","866"
"2004","50 to 54","Massachusetts","43","439,110","9.79","--","577"
"2004","50 to 54","Michigan","114","698,972","16.31","--","1,515"
"2004","50 to 54","Minnesota","44","350,067","12.57","--","571"
"2004","50 to 54","Mississippi","32","186,646","17.15","--","398"
"2004","50 to 54","Missouri","63","385,109","16.36","--","822"
"2004","50 to 54","Montana","15**","72,619","20.66**","--","195"
"2004","50 to 54","Nebraska","19**","118,565","16.03**","--","243"
"2004","50 to 54","Nevada","50","153,771","32.52","--","652"
"2004","50 to 54","New Hampshire","--","95,540","--","--","--"
"2004","50 to 54","New Jersey","53","582,215","9.10","--","685"
"2004","50 to 54","New Mexico","27","130,540","20.68","--","365"
"2004","50 to 54","New York","108","1,283,911","8.41","--","1,418"
"2004","50 to 54","North Carolina","75","571,873","13.12","--","973"
"2004","50 to 54","North Dakota","10**","45,090","22.18**","--","136"
"2004","50 to 54","Ohio","138","798,392","17.29","--","1,774"
"2004","50 to 54","Oklahoma","54","232,445","23.23","--","707"
"2004","50 to 54","Oregon","58","268,636","21.59","--","771"
"2004","50 to 54","Pennsylvania","154","875,890","17.58","--","2,029"
"2004","50 to 54","Rhode Island","12**","72,481","16.56**","--","153"
"2004","50 to 54","South Carolina","58","287,452","20.18","--","743"
"2004","50 to 54","South Dakota","--","52,525","--","--","--"
"2004","50 to 54","Tennessee","70","405,284","17.27","--","918"
"2004","50 to 54","Texas","184","1,380,116","13.33","--","2,402"
"2004","50 to 54","Utah","30","127,177","23.59","--","393"
"2004","50 to 54","Vermont","11**","48,752","22.56**","--","144"
"2004","50 to 54","Virginia","88","515,928","17.06","--","1,157"
"2004","50 to 54","Washington","94","443,785","21.18","--","1,260"
"2004","50 to 54","West Virginia","23","139,283","16.51","--","297"
"2004","50 to 54","Wisconsin","72","385,152","18.69","--","934"
"2004","50 to 54","Wyoming","--","39,499","--","--","--"
"2004","55 to 59","Alabama","37","270,380","13.68","--","299"
"2004","55 to 59","Alaska","--","37,007","--","--","--"
"2004","55 to 59","Arizona","66","306,685","21.52","--","538"
"2004","55 to 59","Arkansas","26","163,147","15.94","--","208"
"2004","55 to 59","California","254","1,854,291","13.70","--","2,060"
"2004","55 to 59","Colorado","63","258,091","24.41","--","525"
"2004","55 to 59","Connecticut","17**","211,572","8.04**","--","139"
"2004","55 to 59","Delaware","--","49,067","--","--","--"
"2004","55 to 59","District of Columbia","--","31,931","--","--","--"
"2004","55 to 59","Florida","190","1,036,034","18.34","--","1,558"
"2004","55 to 59","Georgia","82","478,477","17.14","--","706"
"2004","55 to 59","Hawaii","--","79,165","--","--","--"
"2004","55 to 59","Idaho","19**","76,265","24.91**","--","146"
"2004","55 to 59","Illinois","79","683,028","11.57","--","643"
"2004","55 to 59","Indiana","43","351,775","12.22","--","361"
"2004","55 to 59","Iowa","18**","167,070","10.77**","--","144"
"2004","55 to 59","Kansas","24","149,143","16.09","--","187"
"2004","55 to 59","Kentucky","48","247,717","19.38","--","383"
"2004","55 to 59","Louisiana","33","253,241","13.03","--","264"
"2004","55 to 59","Maine","13**","86,898","14.96**","--","100"
"2004","55 to 59","Maryland","31","331,716","9.35","--","265"
"2004","55 to 59","Massachusetts","27","378,338","7.14","--","230"
"2004","55 to 59","Michigan","71","580,661","12.23","--","557"
"2004","55 to 59","Minnesota","36","278,483","12.93","--","299"
"2004","55 to 59","Mississippi","32","160,542","19.93","--","250"
"2004","55 to 59","Missouri","33","329,754","10.01","--","275"
"2004","55 to 59","Montana","12**","59,120","20.30**","--","95"
"2004","55 to 59","Nebraska","--","94,862","--","--","--"
"2004","55 to 59","Nevada","38","141,114","26.93","--","304"
"2004","55 to 59","New Hampshire","14**","81,205","17.24**","--","111"
"2004","55 to 59","New Jersey","41","502,481","8.16","--","326"
"2004","55 to 59","New Mexico","23","111,190","20.69","--","191"
"2004","55 to 59","New York","94","1,107,453","8.49","--","778"
"2004","55 to 59","North Carolina","74","505,021","14.65","--","602"
"2004","55 to 59","North Dakota","--","35,079","--","--","--"
"2004","55 to 59","Ohio","101","668,730","15.10","--","821"
"2004","55 to 59","Oklahoma","33","203,186","16.24","--","266"
"2004","55 to 59","Oregon","54","223,509","24.16","--","451"
"2004","55 to 59","Pennsylvania","91","742,403","12.26","--","722"
"2004","55 to 59","Rhode Island","12**","62,256","19.28**","--","104"
"2004","55 to 59","South Carolina","30","257,518","11.65","--","242"
"2004","55 to 59","South Dakota","--","41,702","--","--","--"
"2004","55 to 59","Tennessee","66","357,911","18.44","--","536"
"2004","55 to 59","Texas","166","1,135,400","14.62","--","1,334"
"2004","55 to 59","Utah","23","100,488","22.89","--","188"
"2004","55 to 59","Vermont","--","41,230","--","--","--"
"2004","55 to 59","Virginia","62","449,289","13.80","--","510"
"2004","55 to 59","Washington","60","370,437","16.20","--","484"
"2004","55 to 59","West Virginia","21","121,776","17.25","--","158"
"2004","55 to 59","Wisconsin","44","311,885","14.11","--","343"
"2004","55 to 59","Wyoming","--","31,434","--","--","--"
"2004","60 to 64","Alabama","34","214,983","15.82","--","110"
"2004","60 to 64","Alaska","--","23,959","--","--","--"
"2004","60 to 64","Arizona","28","252,985","11.07","--","107"
"2004","60 to 64","Arkansas","25","134,511","18.59","--","77"
"2004","60 to 64","California","187","1,351,654","13.84","--","605"
"2004","60 to 64","Colorado","32","179,869","17.79","--","111"
"2004","60 to 64","Connecticut","17**","158,717","10.71**","--","50"
"2004","60 to 64","Delaware","--","39,502","--","--","--"
"2004","60 to 64","District of Columbia","--","24,803","--","--","--"
"2004","60 to 64","Florida","150","887,744","16.90","--","475"
"2004","60 to 64","Georgia","50","351,031","14.24","--","152"
"2004","60 to 64","Hawaii","--","57,576","--","--","--"
"2004","60 to 64","Idaho","13**","59,118","21.99**","--","47"
"2004","60 to 64","Illinois","50","523,872","9.54","--","177"
"2004","60 to 64","Indiana","49","270,823","18.09","--","165"
"2004","60 to 64","Iowa","18**","130,741","13.77**","--","67"
"2004","60 to 64","Kansas","15**","112,414","13.34**","--","54"
"2004","60 to 64","Kentucky","24","192,768","12.45","--","83"
"2004","60 to 64","Louisiana","17**","194,085","8.76**","--","51"
"2004","60 to 64","Maine","--","65,653","--","--","--"
"2004","60 to 64","Maryland","32","243,230","13.16","--","105"
"2004","60 to 64","Massachusetts","17**","279,369","6.09**","--","55"
"2004","60 to 64","Michigan","59","443,650","13.30","--","195"
"2004","60 to 64","Minnesota","23","210,817","10.91","--","67"
"2004","60 to 64","Mississippi","18**","125,981","14.29**","--","62"
"2004","60 to 64","Missouri","37","263,967","14.02","--","122"
"2004","60 to 64","Montana","10**","45,741","21.86**","--","32"
"2004","60 to 64","Nebraska","--","72,203","--","--","--"
"2004","60 to 64","Nevada","30","113,420","26.45","--","102"
"2004","60 to 64","New Hampshire","--","58,594","--","--","--"
"2004","60 to 64","New Jersey","27","382,779","7.05","--","84"
"2004","60 to 64","New Mexico","15**","84,793","17.69**","--","48"
"2004","60 to 64","New York","64","846,208","7.56","--","206"
"2004","60 to 64","North Carolina","47","389,005","12.08","--","146"
"2004","60 to 64","North Dakota","--","26,827","--","--","--"
"2004","60 to 64","Ohio","65","512,369","12.69","--","201"
"2004","60 to 64","Oklahoma","22","163,364","13.47","--","63"
"2004","60 to 64","Oregon","30","165,124","18.17","--","100"
"2004","60 to 64","Pennsylvania","81","579,898","13.97","--","242"
"2004","60 to 64","Rhode Island","--","45,973","--","--","--"
"2004","60 to 64","South Carolina","31","201,901","15.35","--","93"
"2004","60 to 64","South Dakota","--","32,746","--","--","--"
"2004","60 to 64","Tennessee","45","280,277","16.06","--","147"
"2004","60 to 64","Texas","108","841,643","12.83","--","332"
"2004","60 to 64","Utah","19**","77,090","24.65**","--","61"
"2004","60 to 64","Vermont","--","30,214","--","--","--"
"2004","60 to 64","Virginia","42","333,028","12.61","--","138"
"2004","60 to 64","Washington","36","266,530","13.51","--","124"
"2004","60 to 64","West Virginia","14**","94,702","14.78**","--","33"
"2004","60 to 64","Wisconsin","25","236,262","10.58","--","85"
"2004","60 to 64","Wyoming","--","23,612","--","--","--"
"2004","65 to 69","Alabama","31","176,683","17.55","--","0"
"2004","65 to 69","Alaska","--","14,894","--","--","--"
"2004","65 to 69","Arizona","33","212,176","15.55","--","0"
"2004","65 to 69","Arkansas","15**","110,490","13.58**","--","0"
"2004","65 to 69","California","116","1,057,084","10.97","--","0"
"2004","65 to 69","Colorado","22","133,022","16.54","--","0"
"2004","65 to 69","Connecticut","--","118,352","--","--","--"
"2004","65 to 69","Delaware","--","31,746","--","--","--"
"2004","65 to 69","District of Columbia","0**","18,170","0.00**","--","--"
"2004","65 to 69","Florida","82","781,726","10.49","--","0"
"2004","65 to 69","Georgia","41","262,463","15.62","--","0"
"2004","65 to 69","Hawaii","--","44,594","--","--","--"
"2004","65 to 69","Idaho","--","46,256","--","--","--"
"2004","65 to 69","Illinois","27","412,331","6.55","--","0"
"2004","65 to 69","Indiana","28","213,512","13.11","--","0"
"2004","65 to 69","Iowa","10**","109,617","9.12**","--","0"
"2004","65 to 69","Kansas","18**","90,882","19.81**","--","0"
"2004","65 to 69","Kentucky","26","153,922","16.89","--","0"
"2004","65 to 69","Louisiana","15**","154,990","9.68**","--","0"
"2004","65 to 69","Maine","--","52,165","--","--","--"
"2004","65 to 69","Maryland","21","180,475","11.64","--","0"
"2004","65 to 69","Massachusetts","14**","213,805","6.55**","--","0"
"2004","65 to 69","Michigan","30","341,588","8.78","--","0"
"2004","65 to 69","Minnesota","--","162,247","--","--","--"
"2004","65 to 69","Mississippi","10**","105,233","9.50**","--","0"
"2004","65 to 69","Missouri","29","211,691","13.70","--","0"
"2004","65 to 69","Montana","--","35,806","--","--","--"
"2004","65 to 69","Nebraska","--","59,238","--","--","--"
"2004","65 to 69","Nevada","20**","87,892","22.76**","--","0"
"2004","65 to 69","New Hampshire","--","43,769","--","--","--"
"2004","65 to 69","New Jersey","20**","295,841","6.76**","--","0"
"2004","65 to 69","New Mexico","--","69,037","--","--","--"
"2004","65 to 69","New York","40","672,612","5.95","--","0"
"2004","65 to 69","North Carolina","37","309,092","11.97","--","0"
"2004","65 to 69","North Dakota","--","23,233","--","--","--"
"2004","65 to 69","Ohio","52","414,279","12.55","--","0"
"2004","65 to 69","Oklahoma","19**","133,635","14.22**","--","0"
"2004","65 to 69","Oregon","17**","124,844","13.62**","--","0"
"2004","65 to 69","Pennsylvania","47","473,218","9.93","--","0"
"2004","65 to 69","Rhode Island","--","35,459","--","--","--"
"2004","65 to 69","South Carolina","19**","159,246","11.93**","--","0"
"2004","65 to 69","South Dakota","--","26,952","--","--","--"
"2004","65 to 69","Tennessee","23","222,368","10.34","--","0"
"2004","65 to 69","Texas","90","660,214","13.63","--","0"
"2004","65 to 69","Utah","--","60,017","--","--","--"
"2004","65 to 69","Vermont","--","22,349","--","--","--"
"2004","65 to 69","Virginia","38","250,156","15.19","--","0"
"2004","65 to 69","Washington","28","195,526","14.32","--","0"
"2004","65 to 69","West Virginia","--","80,881","--","--","--"
"2004","65 to 69","Wisconsin","25","189,490","13.19","--","0"
"2004","65 to 69","Wyoming","--","18,151","--","--","--"
"2004","70 to 74","Alabama","23","147,028","15.64","--","0"
"2004","70 to 74","Alaska","--","11,048","--","--","--"
"2004","70 to 74","Arizona","33","182,719","18.06","--","0"
"2004","70 to 74","Arkansas","13**","92,265","14.09**","--","0"
"2004","70 to 74","California","139","893,251","15.56","--","0"
"2004","70 to 74","Colorado","15**","108,124","13.87**","--","0"
"2004","70 to 74","Connecticut","12**","106,082","11.31**","--","0"
"2004","70 to 74","Delaware","--","27,529","--","--","--"
"2004","70 to 74","District of Columbia","0**","15,399","0.00**","--","--"
"2004","70 to 74","Florida","115","711,221","16.17","--","0"
"2004","70 to 74","Georgia","36","207,114","17.38","--","0"
"2004","70 to 74","Hawaii","--","40,201","--","--","--"
"2004","70 to 74","Idaho","10**","37,245","26.85**","--","0"
"2004","70 to 74","Illinois","40","349,297","11.45","--","0"
"2004","70 to 74","Indiana","14**","180,958","7.74**","--","0"
"2004","70 to 74","Iowa","12**","96,768","12.40**","--","0"
"2004","70 to 74","Kansas","11**","80,878","13.60**","--","0"
"2004","70 to 74","Kentucky","17**","126,759","13.41**","--","0"
"2004","70 to 74","Louisiana","19**","129,479","14.67**","--","0"
"2004","70 to 74","Maine","--","44,994","--","--","--"
"2004","70 to 74","Maryland","20**","148,775","13.44**","--","0"
"2004","70 to 74","Massachusetts","15**","193,253","7.76**","--","0"
"2004","70 to 74","Michigan","29","292,404","9.92","--","0"
"2004","70 to 74","Minnesota","10**","138,603","7.22**","--","0"
"2004","70 to 74","Mississippi","12**","85,551","14.03**","--","0"
"2004","70 to 74","Missouri","31","182,226","17.01","--","0"
"2004","70 to 74","Montana","--","29,836","--","--","--"
"2004","70 to 74","Nebraska","--","53,243","--","--","--"
"2004","70 to 74","Nevada","18**","68,519","26.27**","--","0"
"2004","70 to 74","New Hampshire","--","36,762","--","--","--"
"2004","70 to 74","New Jersey","21","261,919","8.02","--","0"
"2004","70 to 74","New Mexico","13**","57,558","22.59**","--","0"
"2004","70 to 74","New York","45","581,611","7.74","--","0"
"2004","70 to 74","North Carolina","41","253,034","16.20","--","0"
"2004","70 to 74","North Dakota","--","21,061","--","--","--"
"2004","70 to 74","Ohio","46","356,252","12.91","--","0"
"2004","70 to 74","Oklahoma","20**","113,121","17.68**","--","0"
"2004","70 to 74","Oregon","17**","104,546","16.26**","--","0"
"2004","70 to 74","Pennsylvania","44","435,144","10.11","--","0"
"2004","70 to 74","Rhode Island","0**","32,543","0.00**","--","--"
"2004","70 to 74","South Carolina","20**","128,394","15.58**","--","0"
"2004","70 to 74","South Dakota","--","24,750","--","--","--"
"2004","70 to 74","Tennessee","30","179,985","16.67","--","0"
"2004","70 to 74","Texas","74","547,091","13.53","--","0"
"2004","70 to 74","Utah","--","49,815","--","--","--"
"2004","70 to 74","Vermont","--","18,792","--","--","--"
"2004","70 to 74","Virginia","22","204,256","10.77","--","0"
"2004","70 to 74","Washington","26","159,585","16.29","--","0"
"2004","70 to 74","West Virginia","--","67,267","--","--","--"
"2004","70 to 74","Wisconsin","22","165,130","13.32","--","0"
"2004","70 to 74","Wyoming","--","14,722","--","--","--"
"2004","75 to 79","Alabama","22","120,322","18.28","--","0"
"2004","75 to 79","Alaska","--","7,913","--","--","--"
"2004","75 to 79","Arizona","41","151,003","27.15","--","0"
"2004","75 to 79","Arkansas","10**","76,183","13.13**","--","0"
"2004","75 to 79","California","125","771,676","16.20","--","0"
"2004","75 to 79","Colorado","19**","89,018","21.34**","--","0"
"2004","75 to 79","Connecticut","--","98,592","--","--","--"
"2004","75 to 79","Delaware","--","22,160","--","--","--"
"2004","75 to 79","District of Columbia","0**","13,776","0.00**","--","--"
"2004","75 to 79","Florida","111","630,121","17.62","--","0"
"2004","75 to 79","Georgia","28","164,113","17.06","--","0"
"2004","75 to 79","Hawaii","--","37,166","--","--","--"
"2004","75 to 79","Idaho","--","31,424","--","--","--"
"2004","75 to 79","Illinois","26","310,471","8.37","--","0"
"2004","75 to 79","Indiana","16**","160,161","9.99**","--","0"
"2004","75 to 79","Iowa","12**","90,130","13.31**","--","0"
"2004","75 to 79","Kansas","15**","73,270","20.47**","--","0"
"2004","75 to 79","Kentucky","17**","104,236","16.31**","--","0"
"2004","75 to 79","Louisiana","21","109,490","19.18","--","0"
"2004","75 to 79","Maine","--","39,277","--","--","--"
"2004","75 to 79","Maryland","20**","129,268","15.47**","--","0"
"2004","75 to 79","Massachusetts","15**","179,252","8.37**","--","0"
"2004","75 to 79","Michigan","30","262,656","11.42","--","0"
"2004","75 to 79","Minnesota","13**","123,618","10.52**","--","0"
"2004","75 to 79","Mississippi","12**","70,627","16.99**","--","0"
"2004","75 to 79","Missouri","27","157,195","17.18","--","0"
"2004","75 to 79","Montana","--","25,308","--","--","--"
"2004","75 to 79","Nebraska","--","48,016","--","--","--"
"2004","75 to 79","Nevada","24","52,276","45.91","--","0"
"2004","75 to 79","New Hampshire","--","31,662","--","--","--"
"2004","75 to 79","New Jersey","28","235,328","11.90","--","0"
"2004","75 to 79","New Mexico","--","45,563","--","--","--"
"2004","75 to 79","New York","48","515,154","9.32","--","0"
"2004","75 to 79","North Carolina","42","210,468","19.96","--","0"
"2004","75 to 79","North Dakota","--","19,493","--","--","--"
"2004","75 to 79","Ohio","43","323,074","13.31","--","0"
"2004","75 to 79","Oklahoma","22","93,367","23.56","--","0"
"2004","75 to 79","Oregon","22","93,736","23.47","--","0"
"2004","75 to 79","Pennsylvania","58","412,662","14.06","--","0"
"2004","75 to 79","Rhode Island","--","32,472","--","--","--"
"2004","75 to 79","South Carolina","23","103,081","22.31","--","0"
"2004","75 to 79","South Dakota","--","22,330","--","--","--"
"2004","75 to 79","Tennessee","31","146,276","21.19","--","0"
"2004","75 to 79","Texas","92","442,498","20.79","--","0"
"2004","75 to 79","Utah","12**","41,442","28.96**","--","0"
"2004","75 to 79","Vermont","--","16,263","--","--","--"
"2004","75 to 79","Virginia","36","169,681","21.22","--","0"
"2004","75 to 79","Washington","35","139,356","25.12","--","0"
"2004","75 to 79","West Virginia","12**","59,015","20.33**","--","0"
"2004","75 to 79","Wisconsin","13**","147,480","8.82**","--","0"
"2004","75 to 79","Wyoming","--","12,258","--","--","--"
"2003","10 to 14","Alabama","--","326,642","--","--","--"
"2003","10 to 14","Alaska","--","56,885","--","--","--"
"2003","10 to 14","Arizona","--","411,193","--","--","--"
"2003","10 to 14","Arkansas","--","195,631","--","--","--"
"2003","10 to 14","California","13**","2,781,873","0.47**","--","674"
"2003","10 to 14","Colorado","--","325,590","--","--","--"
"2003","10 to 14","Connecticut","--","255,025","--","--","--"
"2003","10 to 14","Delaware","--","58,781","--","--","--"
"2003","10 to 14","District of Columbia","--","33,225","--","--","--"
"2003","10 to 14","Florida","--","1,135,653","--","--","--"
"2003","10 to 14","Georgia","--","655,115","--","--","--"
"2003","10 to 14","Hawaii","--","86,609","--","--","--"
"2003","10 to 14","Idaho","--","108,782","--","--","--"
"2003","10 to 14","Illinois","--","934,873","--","--","--"
"2003","10 to 14","Indiana","--","457,625","--","--","--"
